epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
119,49100,1.24201,0.87264,0.00125,0.68959,0.65164,0.70897,0.52913,1.09162,0.86958,0.00107,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
120,49559.5,1.22751,0.84375,0.00124,0.69067,0.65156,0.71048,0.53017,1.09065,0.86892,0.00107,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095
121,49975.1,1.22911,0.85341,0.00123,0.69571,0.6516,0.71052,0.53028,1.09006,0.86812,0.00107,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
122,50388,1.23806,0.85565,0.00123,0.70084,0.65185,0.71139,0.53052,1.08973,0.86746,0.00107,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105
123,50798.3,1.22982,0.84643,0.00124,0.70844,0.64675,0.71269,0.53128,1.08941,0.86725,0.00107,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
124,51207.3,1.23665,0.83542,0.00124,0.70824,0.64729,0.7127,0.53077,1.0886,0.8674,0.00107,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115
125,51617.2,1.23886,0.84778,0.00124,0.70387,0.64985,0.71298,0.53117,1.08839,0.8672,0.00107,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
126,52025.2,1.21779,0.82538,0.00123,0.70451,0.64964,0.71375,0.5321,1.08756,0.86753,0.00106,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125
127,52432.9,1.22348,0.83497,0.00121,0.71398,0.64653,0.71456,0.53265,1.08756,0.86682,0.00106,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
128,52841.6,1.22701,0.81829,0.00123,0.7154,0.64856,0.71503,0.53294,1.08683,0.86648,0.00106,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135
129,53248.8,1.2089,0.81239,0.00121,0.71436,0.64958,0.71564,0.53336,1.08681,0.86586,0.00106,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
130,53662.6,1.20624,0.81293,0.00122,0.71306,0.65022,0.71579,0.53343,1.08589,0.86562,0.00106,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145
131,54075.1,1.20729,0.80001,0.00121,0.70844,0.6504,0.71617,0.53398,1.08517,0.86603,0.00106,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
132,54488.4,1.20994,0.79173,0.0012,0.70345,0.65113,0.71681,0.53446,1.08551,0.86489,0.00106,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155
