epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
110,44547.8,1.28312,0.94849,0.0013,0.69278,0.65287,0.70737,0.52736,1.11049,0.88122,0.00107,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045
111,44944.3,1.28706,0.94485,0.00128,0.68917,0.65586,0.70794,0.52837,1.11062,0.88022,0.00107,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
112,45343.9,1.27336,0.92223,0.00127,0.68668,0.66075,0.71037,0.52917,1.10977,0.87941,0.00107,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055
113,45745.1,1.27793,0.94099,0.00127,0.686,0.65723,0.71105,0.5302,1.10762,0.87819,0.00107,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
114,46149.7,1.27184,0.90769,0.00128,0.68983,0.6556,0.71342,0.53263,1.10807,0.87539,0.00107,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065
115,46554,1.26753,0.91444,0.00127,0.68995,0.65657,0.71406,0.53319,1.10735,0.87576,0.00107,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
116,46956.3,1.26506,0.91422,0.00125,0.69415,0.65508,0.71444,0.53358,1.10751,0.87389,0.00107,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075
117,47357.4,1.25739,0.89616,0.00126,0.6973,0.65273,0.71468,0.5334,1.10861,0.87337,0.00107,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
118,47755.5,1.25674,0.90554,0.00126,0.69782,0.65591,0.71636,0.53522,1.10832,0.87057,0.00107,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085
119,48152.9,1.25747,0.89373,0.00126,0.69976,0.65534,0.7168,0.53549,1.10831,0.86822,0.00107,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
120,48549.2,1.25295,0.87899,0.00125,0.69798,0.65841,0.71748,0.53625,1.10659,0.86561,0.00107,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095
121,48947.1,1.24894,0.88248,0.00124,0.69737,0.65543,0.71797,0.53576,1.10726,0.8656,0.00107,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
122,49343.4,1.26168,0.88671,0.00125,0.69641,0.65746,0.71897,0.53657,1.10369,0.8663,0.00107,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105
123,49750.1,1.25357,0.87403,0.00125,0.70221,0.6554,0.71855,0.53639,1.10354,0.8663,0.00107,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
124,50157.4,1.25174,0.86212,0.00125,0.69363,0.65857,0.71873,0.53598,1.10336,0.86514,0.00107,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115
125,50564.5,1.25591,0.87478,0.00125,0.6947,0.65999,0.7193,0.53644,1.10337,0.86534,0.00107,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
