epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
51,22542.1,1.3812,1.31938,0.00143,0.55566,0.51859,0.56347,0.40769,1.17488,1.07761,0.00115,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
52,22981.3,1.37846,1.30661,0.00142,0.53843,0.54142,0.56805,0.41116,1.16737,1.06681,0.00114,0.0224265,0.0074755,0.0224265,0.0074755,0.0224265,0.0074755,0.0224265,0.0074755
53,23424.8,1.3716,1.29414,0.0014,0.52768,0.55854,0.57096,0.41619,1.17079,1.06264,0.00115,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
54,23864.8,1.37296,1.29668,0.00142,0.56056,0.54529,0.57481,0.41565,1.17261,1.05309,0.00115,0.0221295,0.0073765,0.0221295,0.0073765,0.0221295,0.0073765,0.0221295,0.0073765
55,24351.9,1.37339,1.27817,0.0014,0.54938,0.56339,0.58531,0.42418,1.17032,1.0423,0.00114,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
56,24788.3,1.38181,1.28129,0.00142,0.54102,0.55819,0.57651,0.41586,1.17009,1.04438,0.00114,0.0218325,0.0072775,0.0218325,0.0072775,0.0218325,0.0072775,0.0218325,0.0072775
57,25219.9,1.38028,1.28081,0.00144,0.54126,0.57916,0.58964,0.42852,1.16529,1.02556,0.00114,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
58,25653.2,1.36283,1.25896,0.0014,0.58582,0.54765,0.59153,0.42834,1.1629,1.02275,0.00113,0.0215355,0.0071785,0.0215355,0.0071785,0.0215355,0.0071785,0.0215355,0.0071785
59,26084,1.3682,1.25067,0.00141,0.59959,0.54143,0.5933,0.43211,1.15831,1.03165,0.00113,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
60,26519.9,1.35834,1.25282,0.00141,0.57062,0.55353,0.58939,0.42942,1.15807,1.02355,0.00113,0.0212385,0.0070795,0.0212385,0.0070795,0.0212385,0.0070795,0.0212385,0.0070795
61,26959,1.3641,1.25492,0.00139,0.60768,0.53868,0.58874,0.42832,1.15496,1.02062,0.00113,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
62,27401,1.35767,1.23219,0.0014,0.58042,0.53773,0.58975,0.43108,1.15471,1.01894,0.00112,0.0209415,0.0069805,0.0209415,0.0069805,0.0209415,0.0069805,0.0209415,0.0069805
63,27840.7,1.35428,1.21106,0.00139,0.544,0.57551,0.59903,0.43918,1.14573,1.01736,0.00112,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
64,28274.4,1.34609,1.20865,0.0014,0.55948,0.58914,0.60375,0.44224,1.15269,1.00764,0.00112,0.0206445,0.0068815,0.0206445,0.0068815,0.0206445,0.0068815,0.0206445,0.0068815
65,28708.9,1.34549,1.2102,0.0014,0.58468,0.57935,0.61268,0.44616,1.15052,1.00711,0.00111,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
66,29143.4,1.35456,1.20984,0.00138,0.57947,0.5868,0.61131,0.44749,1.14638,1.00797,0.00111,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825
67,29640.8,1.36108,1.20028,0.00139,0.59392,0.56365,0.61597,0.45035,1.14589,1.00413,0.00111,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
68,30184.2,1.36377,1.19668,0.00138,0.594,0.57898,0.61843,0.45315,1.14277,1.00132,0.00111,0.0200505,0.0066835,0.0200505,0.0066835,0.0200505,0.0066835,0.0200505,0.0066835
69,30728.6,1.35035,1.19267,0.00137,0.59365,0.57753,0.61955,0.45458,1.14127,0.99325,0.00111,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
70,31261.1,1.35145,1.17043,0.00137,0.61269,0.5809,0.62468,0.46014,1.14015,0.9858,0.00111,0.0197535,0.0065845,0.0197535,0.0065845,0.0197535,0.0065845,0.0197535,0.0065845
71,31703.2,1.33946,1.16538,0.00137,0.58953,0.6068,0.62969,0.46194,1.13926,0.98203,0.00111,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
72,32136.9,1.34534,1.15799,0.00138,0.58237,0.61889,0.63157,0.46388,1.13578,0.98201,0.00111,0.0194565,0.0064855,0.0194565,0.0064855,0.0194565,0.0064855,0.0194565,0.0064855
73,32571.6,1.35106,1.15668,0.00138,0.62757,0.5959,0.63819,0.46953,1.13744,0.98132,0.00111,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
74,33003.7,1.3368,1.14606,0.00138,0.6282,0.61393,0.64304,0.47131,1.13704,0.97425,0.00111,0.0191595,0.0063865,0.0191595,0.0063865,0.0191595,0.0063865,0.0191595,0.0063865
75,33437.5,1.34197,1.1408,0.00138,0.66133,0.57702,0.64903,0.47975,1.13316,0.96699,0.0011,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
76,33870.1,1.35016,1.14076,0.00138,0.65628,0.59191,0.6535,0.47993,1.13472,0.96351,0.00111,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875
77,34305.4,1.33718,1.12118,0.00137,0.64136,0.60153,0.65187,0.47766,1.13352,0.96636,0.00111,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
78,34747,1.3352,1.12859,0.00136,0.63721,0.61317,0.65516,0.48007,1.13852,0.95982,0.00111,0.0185655,0.0061885,0.0185655,0.0061885,0.0185655,0.0061885,0.0185655,0.0061885
79,35190.3,1.33469,1.12477,0.00137,0.64254,0.60798,0.65907,0.48461,1.13434,0.9596,0.00111,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
80,35629.2,1.33384,1.12105,0.00136,0.63839,0.62307,0.65955,0.48523,1.13173,0.95479,0.0011,0.0182685,0.0060895,0.0182685,0.0060895,0.0182685,0.0060895,0.0182685,0.0060895
81,36062.4,1.33866,1.12468,0.00136,0.6591,0.6019,0.66182,0.48671,1.12815,0.95115,0.0011,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
82,36495.9,1.31653,1.10192,0.00134,0.65958,0.59902,0.66435,0.48834,1.12415,0.94955,0.0011,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905
83,36928.2,1.32857,1.0883,0.00135,0.64895,0.62084,0.66924,0.4923,1.12723,0.94557,0.0011,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
84,37362,1.31735,1.07316,0.00135,0.64918,0.61251,0.67013,0.49486,1.12381,0.94659,0.00109,0.0176745,0.0058915,0.0176745,0.0058915,0.0176745,0.0058915,0.0176745,0.0058915
85,37797.8,1.32556,1.07074,0.00134,0.66493,0.61156,0.67082,0.49472,1.12116,0.94017,0.00109,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
86,38233.9,1.31312,1.06875,0.00135,0.66088,0.61795,0.67298,0.49638,1.11598,0.93776,0.00109,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925
87,38673.1,1.30401,1.06538,0.00132,0.68074,0.61907,0.67754,0.50066,1.11464,0.934,0.00109,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
88,39115.8,1.3213,1.05848,0.00135,0.68614,0.61813,0.67918,0.50203,1.11338,0.93376,0.00108,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935
89,39553.2,1.32034,1.0518,0.00133,0.69242,0.60224,0.67787,0.5012,1.11156,0.93438,0.00108,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
90,39987.7,1.31246,1.04047,0.00132,0.68391,0.60788,0.67703,0.4998,1.11411,0.93257,0.00108,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945
91,40419.6,1.32059,1.05077,0.00134,0.65749,0.62564,0.68093,0.50171,1.11437,0.93189,0.00108,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
92,40853.6,1.30863,1.04365,0.00132,0.64534,0.64948,0.68318,0.50381,1.11595,0.92628,0.00108,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955
93,41286.2,1.31282,1.02006,0.00134,0.67582,0.63848,0.68722,0.50794,1.11246,0.92359,0.00108,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
